frame,pA_x,pA_y,pB_x,pB_y,pA_x_smooth,pA_y_smooth,pB_x_smooth,pB_y_smooth
0,,,,,,,,
1,,,,,,,,
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
6,,,,,,,,
7,,,,,,,,
8,,,,,,,,
9,,,,,,,,
10,,,,,,,,
11,,,,,,,,
12,,,,,,,,
13,,,,,,,,
14,,,,,,,,
15,,,,,,,,
16,,,,,,,,
17,,,,,,,,
18,,,,,,,,
19,,,,,,,,
20,,,,,,,,
21,,,,,,,,
22,,,,,,,,
23,,,,,,,,
24,,,,,,,,
25,,,,,,,,
26,,,,,,,,
27,,,,,,,,
28,,,,,,,,
29,,,,,,,,
30,,,,,,,,
31,,,,,,,,
32,,,,,,,,
33,,,,,,,,
34,,,,,,,,
35,,,,,,,,
36,,,,,,,,
37,,,,,,,,
38,,,,,,,,
39,,,,,,,,
40,,,,,,,,
41,,,,,,,,
42,,,,,,,,
43,,,,,,,,
44,,,,,,,,
45,,,,,,,,
46,,,,,,,,
47,,,,,,,,
48,,,,,,,,
49,,,,,,,,
50,,,,,,,,
51,,,,,,,,
52,,,,,,,,
53,,,,,,,,
54,,,,,,,,
55,,,,,,,,
56,,,,,,,,
57,,,,,,,,
58,,,,,,,,
59,,,,,,,,
60,,,,,,,,
61,,,,,,,,
62,,,,,,,,
63,,,,,,,,
64,,,,,,,,
65,,,,,,,,
66,980.0,898.0,885.0,807.0,,,,
67,990.5,887.0,904.5,783.0,,,,
68,1001.0,876.0,924.0,759.0,,,,
69,1004.0,868.0,947.0,745.0,1012.0238095238104,865.1904761904769,938.1190476190485,752.6190476190483
70,1031.0,851.0,946.0,750.0,1035.8095238095248,847.6666666666674,940.7142857142866,746.9523809523816
71,1049.0,830.0,948.0,749.0,1034.095238095239,833.8571428571436,966.2380952380961,736.7619047619055
72,1063.0,812.0,968.0,723.0,1042.000000000001,820.0476190476197,984.8095238095246,728.0952380952388
73,997.0,817.0,1052.0,704.0,1053.3333333333344,807.0952380952388,1001.6666666666675,718.1904761904768
74,1096.0,790.0,989.0,719.0,1069.04761904762,788.4761904761913,1012.2380952380961,707.7619047619054
75,1104.0,766.0,1003.0,703.0,1090.5714285714296,766.0476190476197,1012.7142857142866,697.428571428572
76,1105.0,734.0,1016.0,677.0,1117.000000000001,739.9523809523816,1008.5714285714295,681.3333333333339
77,1117.0,724.0,1026.0,657.0,1115.8095238095248,722.1428571428578,1027.6666666666677,659.8095238095244
78,1124.0,709.0,1041.0,644.0,1123.9047619047628,710.0000000000007,1037.952380952382,644.3333333333339
79,1135.0,701.0,1046.0,636.0,1135.4761904761917,699.5238095238101,1046.8571428571438,635.0000000000006
80,1143.0,691.0,1056.0,624.0,1144.857142857144,688.1904761904768,1056.7142857142867,624.9047619047624
81,1157.0,673.0,1066.0,616.0,1151.6190476190486,678.5238095238101,1068.0476190476202,610.9523809523815
82,1157.0,670.0,1082.0,595.0,1158.952380952382,666.9523809523816,1080.5238095238105,597.8571428571433
83,1160.0,659.0,1095.0,580.0,1164.190476190477,658.0476190476197,1093.3809523809532,583.8095238095243
84,1176.0,645.0,1101.0,578.0,1169.857142857144,648.8095238095244,1104.000000000001,571.5238095238101
85,1175.0,641.0,1114.0,560.0,1180.3809523809534,635.5238095238101,1109.7619047619057,565.2857142857149
86,1190.0,622.0,1115.0,559.0,1189.6666666666679,624.2857142857149,1115.7142857142867,560.3333333333339
87,1201.0,610.0,1118.0,557.0,1195.857142857144,612.7619047619053,1122.5714285714296,551.7619047619053
88,1201.0,605.0,1132.0,546.0,1203.8095238095248,601.6190476190482,1129.7619047619057,544.8095238095243
89,1207.0,591.0,1138.0,530.0,1209.4761904761917,592.7619047619053,1135.809523809525,536.2380952380956
90,1217.0,585.0,1144.0,528.0,1214.2380952380963,584.2380952380959,1143.3333333333344,525.4285714285719
91,1223.0,573.0,1142.0,522.0,1222.1904761904773,573.9523809523814,1147.761904761906,518.571428571429
92,1225.0,567.0,1160.0,506.0,1229.714285714287,564.0000000000005,1153.6666666666677,513.1904761904766
93,1238.0,553.0,1159.0,508.0,1233.904761904763,555.2380952380958,1162.5238095238105,502.7142857142862
94,1240.0,546.0,1171.0,495.0,1237.904761904763,548.8095238095243,1172.7142857142867,491.9047619047623
95,1237.0,546.0,1184.0,477.0,1241.714285714287,542.9047619047624,1180.3333333333344,482.6666666666671
96,1245.0,538.0,1188.0,473.0,1243.3809523809537,537.3333333333338,1188.761904761906,473.0952380952386
97,1249.0,530.0,1194.0,469.0,1248.0000000000011,530.0476190476195,1193.761904761906,467.9047619047623
98,1252.0,520.0,1197.0,465.0,1253.6666666666679,521.6666666666671,1198.3809523809534,463.33333333333377
99,1260.0,515.0,1203.0,458.0,1258.7142857142867,515.0952380952385,1203.2380952380963,457.8095238095242
100,1264.0,509.0,1209.0,450.0,1265.3333333333344,507.9047619047624,1206.3333333333344,453.4761904761909
101,1272.0,502.0,1209.0,451.0,1271.8095238095248,500.52380952381,1209.761904761906,449.7142857142862
102,1278.0,491.0,1211.0,448.0,1276.5714285714298,493.19047619047666,1213.2857142857154,446.2857142857147
103,1280.0,486.0,1219.0,441.0,1280.0000000000014,487.00000000000045,1218.3333333333344,441.42857142857184
104,1282.0,483.0,1225.0,434.0,1282.2857142857156,481.3809523809528,1224.4285714285725,433.8095238095242
105,1284.0,477.0,1231.0,426.0,1285.5714285714298,476.0952380952385,1229.7142857142867,426.5238095238099
106,1290.0,469.0,1233.0,420.0,1289.4285714285725,469.7619047619052,1234.0476190476202,421.0476190476195
107,1295.0,463.0,1238.0,416.0,1293.2857142857156,464.00000000000045,1239.1428571428582,415.57142857142895
108,1296.0,459.0,1245.0,412.0,1297.2857142857156,459.1904761904766,1244.857142857144,409.4285714285718
109,1300.0,456.0,1251.0,403.0,1300.809523809525,454.3333333333337,1249.4285714285725,405.23809523809564
110,1305.0,449.0,1254.0,398.0,1303.5238095238108,449.23809523809564,1252.8095238095248,400.5238095238099
111,1308.0,442.0,1253.0,401.0,1307.952380952382,443.00000000000045,1256.0952380952392,396.5714285714289
112,1309.0,438.0,1260.0,391.0,1310.952380952382,437.3809523809528,1260.0476190476202,392.85714285714323
113,1317.0,431.0,1266.0,388.0,1314.0952380952394,432.1904761904766,1264.5238095238108,387.00000000000034
114,1316.0,428.0,1269.0,381.0,1318.3333333333344,425.9523809523813,1268.2857142857156,381.90476190476227
115,1323.0,419.0,1270.0,376.0,1323.2857142857156,418.90476190476227,1270.2857142857154,378.38095238095275
116,1328.0,411.0,1271.0,378.0,1326.809523809525,412.4285714285718,1272.2857142857154,373.61904761904793
117,1331.0,407.0,1276.0,368.0,1330.4761904761917,407.1904761904766,1275.5714285714298,369.3333333333337
118,1331.0,404.0,1280.0,363.0,1331.1904761904775,404.38095238095275,1280.2857142857156,364.61904761904793
119,1332.0,403.0,1285.0,360.0,1332.0952380952394,401.71428571428606,1284.3333333333344,358.714285714286
120,1332.0,399.0,1289.0,356.0,1333.5714285714298,398.71428571428606,1288.3809523809537,355.90476190476227
121,1337.0,394.0,1290.0,351.0,1335.4285714285727,395.19047619047655,1291.952380952382,352.9523809523813
122,1338.0,392.0,1297.0,351.0,1337.1904761904775,391.7142857142861,1295.5238095238108,348.61904761904793
123,1339.0,388.0,1298.0,345.0,1340.8095238095252,388.09523809523847,1298.5714285714298,344.4285714285718
124,1343.0,385.0,1302.0,338.0,1343.714285714287,383.80952380952414,1301.0952380952392,340.14285714285745
125,1351.0,378.0,1302.0,337.0,1348.761904761906,378.71428571428606,1302.5238095238108,336.3809523809527
126,1351.0,373.0,1304.0,334.0,1353.0476190476202,373.23809523809564,1304.4285714285727,334.714285714286
127,1358.0,369.0,1307.0,334.0,1355.952380952382,368.2857142857146,1306.4761904761917,333.28571428571456
128,1356.0,364.0,1309.0,331.0,1356.4761904761917,365.7619047619051,1309.5714285714298,330.0000000000003
129,1358.0,363.0,1313.0,326.0,1357.9047619047633,362.85714285714323,1312.9047619047633,326.42857142857173
130,1357.0,362.0,1316.0,321.0,1358.761904761906,358.8571428571432,1315.4761904761917,322.14285714285745
131,1362.0,354.0,1319.0,319.0,1360.5238095238108,356.0476190476194,1319.0476190476202,317.8095238095241
132,1363.0,350.0,1320.0,315.0,1362.6190476190488,351.9523809523813,1321.2380952380963,315.2380952380955
133,1363.0,352.0,1326.0,311.0,1364.4285714285727,348.714285714286,1323.5238095238108,312.66666666666697
134,1367.0,345.0,1324.0,312.0,1365.6666666666679,346.9047619047622,1325.8095238095252,310.0952380952384
135,1366.0,345.0,1329.0,306.0,1366.809523809525,344.9047619047622,1329.3333333333346,306.28571428571456
136,1369.0,342.0,1332.0,303.0,1367.761904761906,341.61904761904793,1332.2857142857156,301.28571428571456
137,1368.0,340.0,1337.0,295.0,1369.523809523811,339.2380952380955,1334.7142857142867,297.47619047619077
138,1371.0,335.0,1336.0,294.0,1371.428571428573,336.1904761904765,1336.2380952380965,295.66666666666697
139,1376.0,333.0,1335.0,298.0,1373.4761904761917,333.0952380952384,1337.9047619047633,294.6666666666669
140,1374.0,331.0,1341.0,294.0,1376.2857142857156,329.8571428571431,1338.9047619047633,295.2380952380955
141,1379.0,326.0,1342.0,293.0,1378.4761904761917,326.66666666666697,1341.6666666666679,293.38095238095264
142,1381.0,323.0,1342.0,292.0,1380.761904761906,322.5714285714289,1343.2857142857156,290.714285714286
143,1383.0,319.0,1346.0,286.0,1383.1428571428585,319.1904761904765,1344.1428571428585,287.2380952380955
144,1385.0,316.0,1344.0,285.0,1384.0952380952394,317.0000000000003,1346.5238095238108,283.2380952380955
145,1384.0,316.0,1349.0,277.0,1385.1428571428582,315.1904761904765,1348.1428571428582,279.5238095238098
146,1386.0,314.0,1351.0,277.0,1385.4285714285727,314.28571428571456,1348.5238095238108,275.5714285714288
147,1387.0,312.0,1348.0,273.0,1386.619047619049,311.95238095238125,1350.3809523809537,271.4285714285717
148,1387.0,310.0,1350.0,267.0,1389.3333333333344,307.76190476190504,1350.809523809525,270.38095238095264
149,1392.0,303.0,1355.0,268.0,1389.9523809523823,305.3333333333336,1353.0476190476202,268.04761904761926
150,1393.0,301.0,1354.0,270.0,1390.5714285714298,303.61904761904793,1355.952380952382,265.5714285714288
151,1388.0,305.0,1359.0,262.0,1391.857142857144,300.714285714286,1356.4761904761917,264.38095238095264
152,1394.0,299.0,1357.0,260.0,1394.7142857142871,298.0476190476193,1357.2380952380963,262.761904761905
153,1399.0,291.0,1356.0,264.0,1397.6190476190488,294.76190476190504,1359.0952380952394,261.4761904761907
154,1404.0,291.0,1363.0,262.0,1401.0952380952394,290.52380952380975,1360.857142857144,261.23809523809547
155,1399.0,290.0,1364.0,259.0,1401.8095238095252,288.3333333333336,1364.0476190476202,259.23809523809547
156,1403.0,285.0,1366.0,256.0,1403.1428571428582,285.1428571428574,1365.8571428571443,257.19047619047643
157,1404.0,282.0,1367.0,255.0,1404.3809523809537,281.5714285714288,1366.5238095238108,255.71428571428595
158,1409.0,276.0,1366.0,257.0,1407.0000000000014,278.71428571428595,1367.7142857142871,254.5714285714288
159,1407.0,279.0,1370.0,252.0,1407.952380952382,277.57142857142884,1368.761904761906,252.76190476190501
160,1409.0,276.0,1370.0,251.0,1409.6666666666679,275.09523809523836,1369.8095238095252,252.19047619047643
161,1410.0,274.0,1371.0,249.0,1410.7142857142871,272.5714285714288,1370.2857142857156,250.23809523809547
162,1413.0,267.0,1372.0,252.0,1410.523809523811,270.2380952380955,1373.6190476190488,247.33333333333357
163,1410.0,269.0,1375.0,242.0,1409.6666666666679,270.38095238095264,1379.3333333333346,243.2857142857145
164,1405.0,272.0,1388.0,237.0,1408.3333333333346,268.90476190476215,1381.5238095238108,240.3809523809526
165,1409.0,269.0,1384.0,238.0,1406.2857142857156,265.90476190476215,1380.2380952380965,236.80952380952402
166,1407.0,258.0,1372.0,239.0,1407.1428571428585,261.71428571428595,1378.3333333333346,236.33333333333354
167,1407.0,256.0,1374.0,233.0,1409.7142857142871,258.28571428571456,1376.619047619049,235.57142857142878
168,1414.0,260.0,1383.0,235.0,1411.952380952382,258.0952380952383,1379.523809523811,234.23809523809547
169,1416.0,259.0,1385.0,234.0,1415.9047619047633,258.1428571428574,1383.952380952382,234.3809523809526
170,1418.0,258.0,1385.0,235.0,1418.5714285714298,256.71428571428595,1385.5714285714298,235.42857142857164
171,1421.0,250.0,1384.0,237.0,1419.8095238095252,253.23809523809547,1384.7142857142871,234.61904761904782
172,1420.0,251.0,1385.0,234.0,1421.4285714285727,248.09523809523833,1384.4285714285727,236.04761904761926
173,1423.0,245.0,1384.0,234.0,1422.857142857144,244.5714285714288,1384.3333333333346,236.04761904761926
174,1424.0,239.0,1385.0,240.0,1424.2857142857156,242.4761904761907,1383.5714285714298,236.42857142857164
175,1424.0,245.0,1385.0,232.0,1422.523809523811,243.28571428571453,1386.5714285714298,233.23809523809544
176,1422.0,244.0,1387.0,231.0,1419.0476190476204,247.38095238095264,1391.761904761906,226.57142857142878
177,1412.0,253.0,1401.0,216.0,1417.761904761906,248.19047619047643,1393.9047619047633,221.76190476190496
178,1418.0,248.0,1397.0,217.0,1418.5238095238108,245.52380952380975,1395.428571428573,219.0952380952383
179,1425.0,236.0,1388.0,225.0,1421.3809523809537,241.71428571428592,1394.2857142857156,218.7142857142859
180,1425.0,238.0,1394.0,217.0,1425.714285714287,236.3809523809526,1391.1904761904775,221.0952380952383
181,1426.0,235.0,1391.0,222.0,1426.619047619049,234.52380952380975,1390.952380952382,220.66666666666686
182,1427.0,234.0,1392.0,219.0,1426.4761904761917,234.33333333333354,1391.761904761906,218.66666666666686
183,1426.0,234.0,1391.0,217.0,1425.9047619047633,235.00000000000023,1392.4285714285727,215.80952380952402
184,1426.0,233.0,1393.0,214.0,1425.4761904761917,233.42857142857164,1393.3333333333346,214.04761904761926
185,1424.0,236.0,1397.0,209.0,1426.0952380952394,229.9047619047621,1393.6666666666679,215.38095238095258
186,1428.0,221.0,1391.0,222.0,1428.619047619049,224.85714285714306,1392.1904761904775,217.47619047619068
187,1430.0,222.0,1393.0,219.0,1426.9523809523823,224.761904761905,1394.2380952380963,215.761904761905
188,1429.0,224.0,1392.0,213.0,1425.5238095238108,227.00000000000023,1396.7142857142871,212.19047619047637
189,1416.0,238.0,1407.0,201.0,1424.4761904761917,230.80952380952402,1399.0952380952394,207.42857142857162
190,1427.0,230.0,1398.0,207.0,1424.8095238095252,228.33333333333354,1398.2857142857156,206.95238095238116
191,1430.0,221.0,1393.0,212.0,1427.2857142857156,223.80952380952402,1396.2857142857156,208.6190476190478
192,1429.0,215.0,1392.0,210.0,1429.5714285714298,219.33333333333354,1392.4761904761917,208.61904761904782
193,1429.0,221.0,1394.0,206.0,1428.4285714285727,218.9047619047621,1392.857142857144,206.76190476190493
194,1425.0,223.0,1394.0,200.0,1427.523809523811,220.38095238095258,1393.3809523809537,203.28571428571448
195,1430.0,217.0,1393.0,208.0,1428.0952380952394,218.85714285714306,1393.6666666666679,204.3333333333335
196,1428.0,216.0,1393.0,203.0,1429.1904761904775,212.9047619047621,1393.3333333333346,208.28571428571448
197,1431.0,206.0,1394.0,215.0,1432.3333333333346,207.14285714285734,1390.857142857144,212.61904761904782
198,1430.0,204.0,1393.0,213.0,1426.0476190476202,208.85714285714306,1396.8571428571443,207.95238095238113
199,1428.0,209.0,1393.0,206.0,1422.1428571428582,210.14285714285734,1400.0000000000014,205.14285714285734
200,1405.0,222.0,1418.0,189.0,1421.3333333333344,213.19047619047637,1401.0952380952394,198.38095238095258
201,1428.0,206.0,1393.0,205.0,1421.7142857142871,210.00000000000017,1401.5714285714298,199.28571428571448
202,1431.0,205.0,1396.0,200.0,1423.4761904761917,202.2857142857145,1399.714285714287,205.28571428571448
203,1422.0,191.0,1399.0,216.0,1427.714285714287,194.33333333333348,1394.3333333333344,211.61904761904782
204,1423.0,193.0,1396.0,212.0,1424.1904761904775,195.14285714285734,1396.2380952380963,208.42857142857162
205,1426.0,198.0,1393.0,203.0,1423.857142857144,198.7142857142859,1394.1904761904775,203.0476190476192
206,1424.0,206.0,1393.0,193.0,1425.4285714285727,199.61904761904782,1391.761904761906,200.14285714285734
207,1425.0,204.0,1392.0,195.0,1424.1428571428582,201.52380952380972,1392.5714285714298,197.66666666666686
208,1421.0,191.0,1394.0,210.0,1418.2380952380965,207.52380952380972,1398.0000000000014,193.66666666666686
209,1414.0,216.0,1403.0,185.0,1415.2857142857156,207.04761904761924,1401.1428571428582,193.85714285714303
210,1406.0,217.0,1409.0,186.0,1411.952380952382,201.95238095238113,1401.809523809525,198.47619047619065
211,1418.0,186.0,1395.0,207.0,1413.857142857144,203.09523809523827,1399.619047619049,196.47619047619065
212,1410.0,185.0,1395.0,210.0,1409.6666666666679,190.33333333333348,1400.6666666666679,198.28571428571448
213,1413.0,205.0,1398.0,178.0,1404.952380952382,183.0476190476192,1396.9047619047633,191.95238095238113
214,1385.0,165.0,1406.0,184.0,1400.3333333333346,181.0476190476192,1390.1904761904775,182.7142857142859
215,1399.0,179.0,1374.0,178.0,1393.5238095238108,176.76190476190493,1385.952380952382,177.66666666666683
216,1398.0,176.0,1373.0,181.0,1387.3809523809537,178.9047619047621,1385.5238095238108,177.90476190476207
217,1374.0,184.0,1397.0,173.0,1386.857142857144,182.66666666666686,1383.1904761904775,173.6666666666668
218,1384.0,192.0,1391.0,169.0,1382.4761904761917,179.76190476190493,1381.761904761906,172.19047619047635
219,1385.0,157.0,1368.0,170.0,1382.1904761904775,170.7142857142859,1379.3809523809537,170.28571428571445
220,1384.0,169.0,1365.0,170.0,1381.1428571428582,161.33333333333348,1372.8095238095252,164.0476190476192
221,1379.0,146.0,1388.0,161.0,1379.4761904761917,153.71428571428584,1375.1428571428585,159.57142857142873
222,1370.0,159.0,1377.0,144.0,1379.9047619047633,153.5238095238097,1382.3333333333346,156.14285714285728
223,1391.0,149.0,1386.0,162.0,1381.5714285714298,149.19047619047632,1385.3333333333344,154.857142857143
224,1384.0,148.0,1385.0,159.0,1384.1428571428582,150.04761904761918,1383.5238095238108,156.857142857143
225,1383.0,148.0,1384.0,157.0,1385.6666666666679,147.09523809523822,1385.2380952380963,159.5238095238097
226,1383.0,148.0,1384.0,157.0,1382.3809523809537,147.90476190476204,1383.952380952382,156.80952380952397
227,1383.0,148.0,1384.0,157.0,1382.9047619047633,148.0000000000001,1383.9047619047633,156.80952380952397
228,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
229,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
230,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
231,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
232,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
233,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
234,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
235,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
236,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
237,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
238,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
239,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
240,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
241,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
242,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
243,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
244,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
245,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
246,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
247,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
248,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
249,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
250,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
251,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
252,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
253,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
254,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
255,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
256,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
257,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
258,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
259,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
260,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
261,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
262,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
263,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
264,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
265,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
266,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
267,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
268,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
269,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
270,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
271,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
272,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
273,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
274,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
275,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
276,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
277,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
278,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
279,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
280,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
281,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
282,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
283,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
284,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
285,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
286,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
287,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
288,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
289,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
290,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
291,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
292,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
293,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
294,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
295,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
296,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
297,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
298,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
299,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
300,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
301,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
302,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
303,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
304,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
305,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
306,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
307,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
308,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
309,1383.0,148.0,1384.0,157.0,1383.0000000000014,148.0000000000001,1384.0000000000014,157.00000000000014
